講義名,平均評価ポイント,自由記述
1213103　解析Ⅰ,平均評価ポイント　　3.50,"2024/07/03（水）　～　2024/07/19（金） / >細かい数式はプリントや配布資料があるとありがたいです。
作成するか迷うところですが、試験を持込可能にしている事情もあるので、数式や公式などは学生自身の手でまとめたプリントを作成してもらいたいと思います。自分で作成して試験に持ち込めば、勉強になると思います。"
1213103　解析Ⅰ,平均評価ポイント　　3.50,"2024/07/03（水）　～　2024/07/19（金） / >文字をもう少し大きく書いて欲しいです。
→通常の文字は、黒板の大きさの都合上これ以上大きく書くと消すペースを早くしなければならなくなるので、難しいです。
添え字などは大きく書くように心がけます。
動画で文字が見えにくいのは申し訳ないですが、
授業中に見えにくい場合は、前の方の席が沢山空いているので前の方に座ってください。
福永もなるべく改善するように心がけますが、学生の方からも歩み寄りと努力をお願いします。"
1213103　解析Ⅰ,平均評価ポイント　　3.50,"2024/07/03（水）　～　2024/07/19（金） / >宿題の添削で間違っている問題はただバツを付けるのではなく、違うところに線を引く等していただけたら嬉しいです。
→前期は週に延べ400人分の採点をしなければならないので、なかなか細かくみる時間がありません。申し訳ございません。
ただ、間違えている箇所に気が付いた場合は波線を引くようにはしています。後期はもう少し余裕ができると思います。"
1213103　解析Ⅰ,平均評価ポイント　　3.50,"2024/07/03（水）　～　2024/07/19（金） / >公式などを板書するときに見えない時がある
→ 教壇の机の形が歪なので、角度によっては見えにくいときがあるかもしれませんね。その場合は、見えやすい位置に移動してもらえればと思います。文字の大きさの都合で読めない場合は、前の席に座ってください。解析Iの教室は前の席はたくさん空いています。福永の体に被って見えないという場合は、授業中に声をかけてくれれば、どきます。"
1213103　解析Ⅰ,平均評価ポイント　　3.50,"2024/07/03（水）　～　2024/07/19（金） / >もう少し黒板の字を大きくしてくださると有難いです。それか写真の撮影を許可して欲しいです。
→添え字などは大きく書くように心がけますが、解析Iは前の方の席がたくさん空いているので、前の席に座ってください。他のコメントへの返事にも書きましたが、学生の方からも歩み寄りと努力をお願いします。"
1213103　解析Ⅰ,平均評価ポイント　　3.50,"2024/07/03（水）　～　2024/07/19（金） / >見たこともない記号が出てきて混乱することが多々ありましたが
→　ξとかですかね。たま～に使われる記号です。難しく見えるだけで、単なる文字ですので、慣れてくださいξ(⩌‸⩌ )ξ"
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 先生にいっぱい分からないところききにいってもいいですか？
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題を使って授業を進めるので分からなかったとこが授業中にわかっていい。解説解答をアップしてくれるから助かります！
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 物理基礎を再確認できて良かった。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 高校生の時に習った物理をもう一度詳しく学ぶことができた。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 過去問を配信してくれるのが良い。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 授業動画が良かったです
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 動画難しかったです。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 高校では物理基礎しかやってませんが、とてもわかり易くて苦手意識がなくなりました。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 初めての教科だったけど意外と解けてよかった
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 分かりやすくて良かったです
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 高校で物理を取っていなくても、足並みを合わせてもらったので良かったです
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 授業動画が何度も見返せてよかったです。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 波の部分が理解しにくいのでもっと詳しく解説して欲しい
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 質問を当てないので、それが良い。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 物理という科目は私にとって非常に大事だと思う科目のひとつでこれからの勉強にとても役に立つ知識を学べて、楽しかったです。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / いつもわかりやすい解説動画をありがとうございます。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / ビデオがあることによって予習ができた。ゆずさんが見回ってくれるおかげで質問できた。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 解説でイメージしやすいような導入や実演があって学びを深めることができました
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題を中心に授業が進むので課題は絶対やっとくべきです。あと授業動画を見てノートに自分で書くことを行います。このノートは試験で持ち込み可なのでしっかり書くことをおすすめします。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりやろう
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりこなし、予習復習を欠かさずやろう！！
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / fit-replayをしっかり見ることが大切です。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 授業動画を見ながら自分で宿題を解きましょう
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題は期限までに終わらせる。プリントにはしっかりまとめる。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 問題を解こう。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 動画見るのを忘れないように
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 動画をしっかり見る
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 真面目に受けましょう
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / ちゃんと勉強しないといけない
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題大変です
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 課題の動画を完璧に理解できるまでやったほうがいい
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 毎週課題がありますが、大変ではありません。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / わからないところはfitaimで聞きに行く！
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 過去問、授業プリントを見直す
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 質問した方がいい。
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 授業が課題をしてる前提で進むので課題やり忘れに気をつけてください
1211101　基礎物理学,平均評価ポイント　　3.60,2024/07/03（水）　～　2024/07/19（金） / 質問があれば，適宜来てください．可能な範囲で答えます．また，FIT-inサポートの活用も推奨します．
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 物理基礎をわかりやすく教えてくれた。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 必修にしませんか？
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 特にありません。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / テストがあり理解度が分かった
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 先生の説明はわかりやすいです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / たまに何を書いているかが見づらい時があるので改善して欲しいです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / もっとテストを簡単にしてください。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校の内容を一からやり直すことができ良かったです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 先生の動画面白くて好きでした。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 物理が苦手なので基礎から学び直せてよかったです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 分かりやすくい説明がありがたかったです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / もっと練習問題をしたい
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 解説がわかりやすかったです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / sinとcosが見分けずらいです
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校で全く物理をしていなかったので、基礎から丁寧に教えてくださってありがたかったです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題の解説を授業でしているのでとても助かります。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / ありがとうございました。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / この講義では基礎的な高校の範囲からに少しずつ学ぶことで、多くの人が理解しやすい講義になっています。担当の先生は講義中に生徒たちに問題を出し、分かりやすく解説して下さるので、とても内容が頭に入ってきやすいです。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 物理基礎は高校で学んでいなくて大変でしたが、授業前の動画を見ることで理解することができました。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 物理基礎をやります！
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 単位欲しいなら取ってもいいけど、取らなくても授業はついていける
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校で物理を履修していない人や物理が苦手な人は高校の物理を予習や復習しておいたほうがいい
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 過去問や課題、確認テストのやり直しなどしっかりとやりましょう。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 授業中にした問題は解けるようにしておく
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 先生の解説を聞き、その問題がノートなどを見ながらでも自力で解けるようになったら単位は取れると思います。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 動画のメモはしっかりと
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / しっかりと課題を自分でして授業に出る。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 動画をうまく活用して授業理解に努めるべきだと思います。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / テストは割と大変だから勉強はしっかりしておくように。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 物理が苦手な人は予習の授業動画をしっかり見ましょう。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / ノートはしっかり取りましょう。
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかり出す
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題をやってください
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 毎週のレポートや課題が少し大変なので計画的に進めることをオススメします
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 公式が多いので早く覚えること
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / ノート作りは必ずすること
1212101　基礎物理学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題が多いので頑張ってください。
1212101　基礎物理学,平均評価ポイント　　3.55,"2024/07/03（水）　～　2024/07/19（金） / 基礎物理学は必修です．
高校で物理をしっかりと学んだ者にとっては物足りないと感じるかもしれません．是非「秀」を目指してください．"
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / おもろい
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 実験と内容が被っているので、授業をした後の実験は楽になりました。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 授業が復習しながらだったので分かりやすかった
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 機器分析装置の使い方がわかった
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 松山研に行きたいです。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / レポート書く時に助かりました
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 学んだことがないことを多く学べました。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 分子などの構造などの化学系だけでなく測定機器についてもある程度学べて良かった。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 毎回の授業をしっかり受けることができた。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 楽しかったです
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 分からないところ聞くと丁寧に教えてもらえて良かった。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 分からない部分は分かるまで教えてくださってとても感謝しています。授業とても楽しかったです。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 楽しかった
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 分析機器の原理などを学べた。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 色々な機器分析方法が知れ、物事の本質が分かった。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 後期の実験と同じ内容があったのでこの授業は実験より前の前期にしてほしかった。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 身近に起きている現象についてなぜそうなるのか知ることができる授業でした。例えば色の見え方光の見え方などは、今までとは違った見た方ができるようになりました。身近にあるものなので興味を持って聞けました。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 空欄を埋めた状態のスライドをmyfitにあげてくれると助かります。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / スライド上で配布プリントの空欄を埋める際にいつの間にかぬるっと埋まっていて、どこが埋まったのか場所を探す事になって先生の話を聞くことがあまり出来てないことが多々あったので、空欄部分を枠線などで囲って埋めた後も場所が分かるようにしてほしいです
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / たまに気がついたら次のスライドに移ってしまってる時もあったのですが、授業中に受講者の様子を見ながらペース配分だったり、プリント記入の時間を作ってくださったりがあったのですごく分かりやすかったです。 中間テストが悲惨だったので期末テストは頑張りたいです。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / コミュニュケーション能力が向上してよかった
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / おもろい
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 課題のプリントを復習していれば大丈夫です！
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 課題を頑張る
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 課題を出す。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 課題を毎回しっかり提出する
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / しっかり提出した方がいい
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 授業プリント解きまくる！
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 宿題プリントの内容を覚えてたら大丈夫
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 先生の言うことを聞くこと
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 2年後期は特にどの授業も関係のあるが多く1つ勉強すれば2、3科目の勉強にもなるので頑張ってください。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / テスト勉強では課題プリントをよく確認すること。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 基本的に宿題をやっておけばテストは取れるのと、講義中に宿題が終わることが多いので休まなければ単位は取れそうな感じがします
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 実験レポートに必要な知識があるのでちゃんと聞くこと
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / テスト勉強は復習プリントをちゃんとすれば大丈夫です。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 課題頑張れば大丈夫
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 何回もプリントを見直せばできる
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 授業プリントをしっかり埋めるべきだと思います。なぜなら、その内容がテストで問われるので、そのプリント内容をしっかり勉強しておくべきです。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / プリントを忘れないようにしましょう
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 授業プリントを見て考えながら復習プリントを解けば理解できると思います。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / ぼーっとしてたら、スライドが変わってるのでほどほどに集中してた方がいい。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 配布プリントの空欄埋めや印付けをしっかりとする
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 授業をしっかり聞いてプリントの空欄で書き漏らしをしない。
1221202　機器分析化学,平均評価ポイント　　3.56,2024/12/20（金）　～　2025/01/16（木） / 座学の内容と実験の内容がリンクしていることを理解してくれた方が、それなりにいてくれたので嬉しかったです。これから、分析機器を取り扱う機会が増えますが、少しでも分析装置に関するスキルを上げてください。でてきたデータをどのように解析するか、装置の調子が悪い時のどのように対処するかは、皆さん次第です（その人の力量となります）。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 特になし
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 実験と関連があった
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / とてもわかりやすかった。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 授業プリントが復習する際に役に立ちました
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 毎回プリントの課題提出があり、積極的に取り組むことができました。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 装置の原理やデータの読み取り方について図や計算を用いながら学ぶことができた。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 先生が面白いので授業がたのしいです
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / プリントも課題も見やすくとても授業が受けやすかったです。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / たのしかったです
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 幅広く機器分析の知識が学べて良かったです。プリントも見やすく学習しやすかったです。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 実験が少しわかった
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 機器分析実験で実験を行う前に、この授業で知識を得ることができていたのでとても有意義授業でした。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / なし
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / スライドが見やすくてわかりやすかった。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 特になし
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 頑張って
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 授業プリントの復習をしっかりすること。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 課題は絶対に出した方が良い
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 授業で学んだことは実験でも非常に役立つのでしっかり勉強することが大事です。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / しっかり授業内容を書けばOK!
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / プリントがんばる
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 授業を毎回しっかり受けること
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 課題をやりましょう
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 課題のプリントを全て理解し覚えることが大切です。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 毎回授業に出る
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 宿題をちゃんと提出しよう。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / なし
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 授業自体は楽しいです。
1222201　機器分析化学,平均評価ポイント　　3.47,2024/12/20（金）　～　2025/01/16（木） / 座学の内容と実験の内容がリンクしていることを理解してくれた方が、それなりにいてくれたので嬉しかったです。これから、分析機器を取り扱う機会が増えますが、少しでも分析装置に関するスキルを上げてください。でてきたデータをどのように解析するか、装置の調子が悪い時のどのように対処するかは、皆さん次第です（その人の力量となります）。
1221203　機器分析化学実験,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 実験で使う機器などの使い方などを学ぶことができた。
1221203　機器分析化学実験,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 再提出するレポートの返却タイミングが分からないために再提出があるのかどうかも分からないので改善してほしいです。
1221203　機器分析化学実験,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 早めにレポートを終わらせる
1221203　機器分析化学実験,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / レポートにしっかりと取り組む グラフや表の整理を忘れない
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 特になし
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 自分で手順を確認して自主的に実験を行うことができた。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 実験のテキストで分かりづらい説明があった
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 大変だった
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 特にありません。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 先生もTAの先輩も丁寧に教えてくださった。色々な機器の使い方を学ぶことができた。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / いろいろな機械に触れられてよかったです
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートの書き方が少しわかった
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / とても実験しやすかった。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 実験をもっと余裕が持てるようなペースで行いたかった。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / Cの実験する意味ないレポート意味わからんし
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートが今まで以上に難しかったです。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / Excelつかって図を作るのが上手くなりました
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 分析機器の使い方について原理から理解することができた。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / さまざまな機械を使用し、その原理を学んだり、使用する際の注意事項などを理解することができた。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 実験中のサポートがわかりやすかったです。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 特になし
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / プレレポートで実験の手順をしっかり確認する
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートがんばれ
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポート頑張ってください👍
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / プレレポを書くだけではなく、内容理解した上で実験した方がいい。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートがんばれ
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートは遅れて出さないように
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポート頑張れ。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 今までの実験とは格段に何でもむずい
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / 休まず毎回出席をすること
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートは班の人と相談しあってやったほうがいいです。
