講義名,平均評価ポイント,自由記述
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / 要点をもう少しまとめてほしい
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / 課題は大変ですが，空いた時間を見つけて少しずつ進めていくことをお勧めします． 研究テーマが決まらない人は研究室の先輩を捕まえてどんな研究をしているのかを聞くことが課題達成の近道です．
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / レポートで何を書くか早めに決めておきましょう。
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / 課題が少なく配点も重たいので一回一回を大事に
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / レポートの内容はこれまで別の授業で受けた内容をは大きく異なり、自分の力が試されるレポートとなります。参考文献を検索したり、与えられたレポートは採点基準があるので、それを満たすように作成を行わなけらばならないので、授業の内容をよく聞き、提出期限ぎりぎりにならないよう余裕をもって作成してください。
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / 話を聞くだけなのでかなり退屈します。頑張ってください。
1731101　テクニカルライティング,平均評価ポイント　　3.03,2024/07/03（水）　～　2024/07/19（金） / レポート課題に取り組みましょう
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / YouTube動画の音声が小さかったです。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 今後論文制作に必要な知識が得られました。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 授業内容的に３年後期に実施した方がいいと思った．
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / とてもためになりました。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 論文の書き方やポイントを学んだ
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 正しい文章構成について理解できた。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 文章の書き方を学ぶ科目なのに資料に誤字脱字が多いのはいかがなものかと思う。先生は2人居るがどちらの授業でも見受けられたので、誤字脱字の確認はしてほしい。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / たまに内容が理解できなかった。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / まじがんばれ
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 課題は出しましょう
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / どうにかなると思います
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 講義の理解が追いつくのに時間がかかる。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / レポートは早めに出すことをおすすめします。
1732101　テクニカルライティング,平均評価ポイント　　3.07,2024/07/03（水）　～　2024/07/19（金） / 先生の話はこれからの就活や卒研の時にとても役に立つのでちゃんと聞いた方が良いです。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / z変換やパルス伝達関数などを学ぶことができた。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 説明が丁寧でわかりやすかったです。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / ディジタルとアナログを比較しながら授業が進むため理解がしやすかった。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 特になし
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 説明が丁寧で良かったです。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / z変換表は無くさないように気をつけましょう。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / しっかりノートを取ることが大切。課題を提出する。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 課題をしっかりすれば理解できます。
1733206　デジタル制御工学,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 課題を出してください。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分の将来について考えるきっかけになった。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 細かく教えていただきとてもわかりやすかったです。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / プレゼンのスライドなどを班の人たちと話し合ってすることができたので、力がついたと感じた。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自身の将来のために様々なことを知り考えたので有意義に感じた。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / とても有意義な時間でした。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自身の将来についてよく考えることができました。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 毎回の授業とても素晴らしい内容であったり、学ぶことが多かったりする授業でした。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 先輩の経験などは大変ありがたかった。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 将来について考えることができた
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / チームで活動する力ができた
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 今後のキャリアプランを構築する上で大切なマインドセットであったり，自己分析の方法を学ぶことができた． また，グループワークを通してクラスの人らの考え方やモノの捉え方を知ることができた．
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 各回での発表などしっかりと班のメンバーと協力して行えた。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分が将来どのような仕事に就くのかや、自分の将来の人生設計について一度見直すことができるとても良い機会だと思った。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分の将来についてしっかり考えることが出来た
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / チームと協力して一つの課題について話し合うことができた
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分の将来に関する考えや見方を学べました。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分自身を見つめなおせるいい機会になり、ためになる授業でした。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 将来についてしっかり考えられました。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 将来について考える良い機会でした
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 前半は調べて発表を何回かする。準備は少し大変。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / テストと課題頑張ってください。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 班の人たちとしっかり協力して作業してください
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 課題をちゃんと出すこと。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 課題を人任せにせず、きちんと取り組みましょう。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 授業にしっかり出る。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / かなり楽、課題も少ないから授業をサボらなければ単位を落とすことはない
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / この授業では発表があるのでがんばってください。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 毎回授業に参加してください。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 楽しいです。気軽に取り組もう
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 将来について考えよう
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / チームで課題をすることが多いので友達をつくっておきましょう
1721103　フューチャープランニング,平均評価ポイント　　3.51,"2024/07/03（水）　～　2024/07/19（金） / グループワークが多いです．
ワークの業務分担はしっかりと明確に行いましょう．
また，課題も比較的多めなので，時間に余裕を持ってあたることを強く勧めます．"
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分の役目をしっかりと把握することが大事。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / プレゼンテーション発表があるので発表の練習を事前にしておくことが重要です。また、期末テストがなく、レポートの配点比率が高いのでレポートはすべて出す。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 自分の将来について考えることが出来るので将来に不安がある人などは受けた方が良い
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / プレゼンなどがあるためチームとの協力が必須
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / グループでの発表があります。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 課題を必ずこなすことをお勧めします。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 講義に参加すること。
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / グループ学習やる
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 毎授業復習すると良いです
1721103　フューチャープランニング,平均評価ポイント　　3.51,2024/07/03（水）　～　2024/07/19（金） / 利光（１，14，15回担当）：寺井先生、宮本先生の講義に加えて。大学院の先輩の話がよかったと数名の人から感想がありました。就職・進学それぞれですので、おぼろげながらでいいの皆さんの将来を考えるきっかけになればと思います。「明日の自分は今の自分の積み重ね！」ですね。皆さんが今後それぞれで成長していくことを期待します。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分の将来についてしっかりと考えることができました。この講義で学んだことを就活などで活かしていきたいです。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 特にないです
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 発表の機会などが多くあり、凄くいい経験ができた。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題の提出期限を延ばして欲しい
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 大学院進学についての話はとてもタメになった。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 大学卒業後に対しての意義について詳しく知ることができた。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分のこれからの進路や在り方について学び深まることができました。 最後の講義の方で、大学院生からの直接研究室の話や院の話を聞くことができたなは貴重な機会でとてもよかったです。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 特にない
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 講義資料が見やすかった。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分のコミュニティをかなり広げられた。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 貴重なお話をありがとうございました。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分の就活などの将来のことについて考えることができて良い機会となった。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 社会で活躍している人の言葉から沢山のことを学ぶことができた。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分の将来について考える良い機会だった．
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 同じクラスの人には躊躇なく話しかけにいけるようになれました
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 将来について少しづつ考えるようになりました。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 将来の職業やどう生きて生きたいかなど考えることが出来、有意義な時間を過ごすことが出来た。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / この講義を通して様々な物事に対する考え方を学べたり、自分で主体的に考える力がつきました。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分のことを考えるいい機会になった．
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 未来について考えるいい機会になりました
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 大学院についてあやふやなことが多かったので、実際に大学院の先輩方の話を聞けたのがとても参考になった
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題がある時はあるのでしっかりと提出した方がいいです。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 授業と課題をまじめに取り組んでいれば大丈夫です。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / きちんと話を聴く
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題いっぱいあるから頑張ろう
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分な大学生活の中で何をしたいか考えておくこと。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題をこなしましょう
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題をきちんと提出し、プレゼンテーションの発表では事前に何度も連鎖した方が良いです。質問をされて答えられるレベルになりましよう。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 真剣に取り組むこと
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 将来について考える貴重な機会と捉えて、講義に臨みましょう。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 毎回、講義に参加する。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 講義の話をしっかり聞いてレポートに毎回取り組みましょう。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分の将来のためと思って、まじめに受けましょう
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / グループでしっかり協力しましょう
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 信用できる人と班を組んだ方が良い、じゃないと大変
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / レポートを頑張って
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりやりましょう。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 頑張れ
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題を忘れずに出しましょう
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 自分の将来についてしっかりと考えましょう。
1722104　フューチャープランニング,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 利光（１，14，15回担当）：寺井先生、宮本先生の講義に加えて。大学院の先輩の話がよかったと数名の人から感想がありました。就職・進学それぞれですので、おぼろげながらでいいの皆さんの将来を考えるきっかけになればと思います。「明日の自分は今の自分の積み重ね！」ですね。皆さんが今後それぞれで成長していくことを期待します。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / グループワークが多く、楽しかった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 主体性を持って望むことの大切さを学べました。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / うまく大学生活を送っていくためのコツを教わったので活かしていきたい。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 協力して学べた
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 特にないです。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / とても身になる授業でした ありがとうございます
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生へ レポートの内容が難しく戸惑いもしましたが、今までにやったことのないような内容の講義だったので有意義でした。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / どの先生の講義も物事を多面的に考える力、社会に出てからの一人一人の責任などいろいろな事を学べてよかったです。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / グループワークなどがあって楽しかった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生は学校に入りたてで色々分からない所があったが、いろいろな質問に答え、教えてくれてとても助かった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,"2024/07/03（水）　～　2024/07/19（金） / 利光先生の講義が,wordの使い方に対する話で,これからたくさんレポートとかを作ることになると思うからとても有意義になる講義だと思った"
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の講義で、アクティブラーニングについて知ることができたことがとても大きかった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の講義は、毎回、班が変わってクラスメイトを知るいい機会になった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / とても大変でした
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 利光先生の講義ではWordやExcelでのレポートの書き方を学び、これからの大学生活において大切なことを学ぶことができ、充実した講義だった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 特になし
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生、利光先生の授業ではこれからも書いていくレポートの書き方を学ぶことができ、いいレポートにするためにするといいことなど学べてよかったです。 田村先生の授業ではネットの記事など信用性の見極め方などこれからに活かすことが出来ることを学ぶことが出来たのでよかったです。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の授業では、大学に入ったばかりで知らないことがたくさんある中で、様々な疑問を解消してくれた。 利光先生の授業では、ワードの基礎がよくわかった。 田村先生の授業では、著作権や盗作などに注意することの重要性がわかった。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / １～５回の授業が一番難解でした。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / いろいろなことに目を向ける機会になってよかった
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 様々な人と関わることができてとても楽しかったです。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 自分のことを見直すいい時間になりました。また、コミュニケーション能力やプレゼン力、スライドの作り方なども同時に学ぶことができました。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 特にないです
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 大学生活を送る中でとても参考になる授業が多かった
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 情報システム工学科で必要なスキルを学ぶことができて、心構えができた。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の講義が特に記憶の残っています。ありがとうございました。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の授業は大学のルールや仕組みについて学ぶことができて、利光先生の授業ではレポートのまとめ方を学ぶことができました。どちらも今後にすごく役立つ授業でとてもためになりました。田村先生の授業はグループでスライドをまとめて人前でプレゼンをする授業だったので人前で発表する練習としてとてもいい機会になりました。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題提出頑張ってください。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生のレポートは量で勝負しましょう。授業中に聞いたこと気づいたこと思ったことをひたすらメモしておくのがお勧め。 何なら講義中にこのレポートを書き始めるくらいの勢いでやりましょう。 それを乗り切れば後はeasy。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポートはこまめに計画的にやった方がいいです。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポートは計画的に早くから取り組んでおく。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 班の人とコミュニケーションをとる
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 友達やグループの人と協力しないと大変です。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポートはコツコツとやっておいたほうがいい
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポートが大変なのでグループのメンバーと頑張ってください。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題はできるときから早めに
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / コツコツ課題をした方がいい。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 話し合い活動では積極的に参加することをお勧めします。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポートとか作るのが大変講義中にレポートを書きながら講義を受けないと大変なことになる
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / どの回も講義中に課題をしっかりやっておくと後で楽。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポート大変でした
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポート課題はコツコツと進めておくことをお勧めします。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 下戸先生のレポートは早めに終わらせるほうがいい
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 授業をしっかり聞いて真面目に取り組めばいいと思います。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題は計画的にしよう
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 彩里だけは受けるな。ほんとに計画的に課題しないと後悔します
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題を出す時しっかり条件をみる
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題が出たら計画的にやるべき
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / この授業では、他の授業に増して主体性が求められます。また、仲が良い友人だけと話す等もできません。予め心の準備をしておきましょう。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 学期末テストがない分、提出物の期限を守って提出すると良いと思います
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 提出物は絶対に早めに作成を始めたほうがいい
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポート課題がメインとなる教科なので、計画的に終わらせておくと後々楽です。 グループ活動もあるので、積極的に話しかけて仲良くなりましょう。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / グループの人との協力が大事です。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題頑張ってください
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / レポート提出が多いので早めに取り組むことをおすすめします。
1711108　フレッシュマンプログラム,平均評価ポイント　　3.41,"2024/07/03（水）　～　2024/07/19（金） / 利光第6回ー第10回担当
大学での過ごし方や，word，excelを使った，これまでよりも高いレベルのレポートの取り組み方が少しでも理解してもらえれば，と思います．私の担当回はほぼ毎回課題を課すことで，物事に対してコンスタントに取り組む姿勢を養ってもらうこと，毎回のレポートの質を上げることも意識してもらうといいと思います．今後，各自でのスキルアップを期待します．"
1712108　フレッシュマンプログラム,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / ありがとうございました。応援しています。
1712108　フレッシュマンプログラム,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の話が将来役立ちそうな考え方を知れました。
1712108　フレッシュマンプログラム,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 下戸先生の授業は好き嫌いが分かれるとは思ったが、多くの学びを得れ、利光先生の授業は純粋にためになった。
1712108　フレッシュマンプログラム,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / いい思考の訓練になっていると思います。
1712108　フレッシュマンプログラム,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 3人の先生とも話が聞きやすく、分かりやすかった。授業資料に残してくれると後々見れるので良かった。
1712108　フレッシュマンプログラム,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 課題が大変だった
