テキスト,テキスト1,講義名,平均評価ポイント,テキスト2,自由記述
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,毎授業に出て、小テストをしっかり受ける。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,小テストも中間、期末テストも教科書持ち込みありなので、まず教科書を毎授業欠かさずに持ってくる。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,頑張りましょう
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,教科書は戦闘道具です。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,特にないです
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,特にないです
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,プログラムを実行してください
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,がんばれ
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,毎授業教科書は必須です。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,授業をちゃんと受けましょう。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,しっかり講義を聞いておく。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,小テストと教科書に線を引くことは大事です
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,小テストを大事にしましょう
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,少しペースが速いと感じることがあると思いますが、アルゴリズムの仕組みや考え方は十分に授業中で理解できると思うので、しっかりと話を聞くようにしましょう。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,毎回の小テストにしっかり取り組んでください。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,特にありません。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,毎回テストがありますが持ち込みありなので教科書は忘れないように。期末は持ち込みありでも少し難しかったです。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,先生の話が分かりやすく授業内容は理解しやすいです。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,予習復習
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,毎回授業には出席し、先生の重要と言われた箇所にはマーカーを引くこと。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,先生の話をしっかりと聞いていれば大丈夫だと思います。
34人　　履修者：　60人　　回答率：　56.67%　　回答率ランキング（ 285位　/　488授業中）,"①充分意義があった ( 18人 52.9% )　　
                                   ②ある程度意義があった ( 14人 41.1% )　　
                                   ③あまり意義がなかった ( 2人 5.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623101　データ構造とアルゴリズム,平均評価ポイント　　3.44,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 評価・コメント有難うございます．多くの学生はよく理解しており，少しずつ力が身に付いたのではないかと思います．本講義は，1年次に習得したプログラミング基礎演習I及びIIの知識が必須となるため，本講義の内容が難しく感じた受講生は，もう一度1年次のプログラミング演習Ⅰ＆Ⅱの内容を見返してから，本講義の復習をして頂ければと思います．
            
            "
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,学校のパソコンで情報メディアを学べ、テキスト処理をすることができた。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,進行速度がちょうどよかったです。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,Linuxの詳しいことについて学ぶことができ、有意義な講義だった。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,後期期間ありがとうございました。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,普段使わないAdobeの昨日を使うことが出来たので勉強になった。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,ポスターやスライドショーの作成など、実際の仕事でも使えそうなことを学べて良かったです。ありがとうございました。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,やってみたかったことが体験できたので良かったです。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,adobeやExcelを用いて様々な物の作り方や画像処理の方法などを学んだ。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,話を聞いて教科書に線を引くだけではなく、自分で実際に画像や動画を作ったりすることでより技術を身につけることができた。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,普段しないようなポスター作りや動画、カードなどが作れて楽しかったです。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,課題を全力でやることが大事。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,毎回の小テストを忘れずに受ける
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,授業内容を毎回復習しましょう。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,授業をしっかり聞く。作業を真面目にやる。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,休んでしまったりしても諦めずスライドを見たり友達に聞いたりして、授業の進度に遅れないように気をつけましょう。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,課題をしっかり出しましょう
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,分からないことは質問しよう。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,話を聞いてしっかりマーカーを引く。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,課題を忘れず行いましょう。
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,課題を提出していたら大丈夫だと思います
49人　　履修者：　116人　　回答率：　42.24%　　回答率ランキング（ 404位　/　488授業中）,"①充分意義があった ( 23人 46.9% )　　
                                   ②ある程度意義があった ( 25人 51% )　　
                                   ③あまり意義がなかった ( 1人 2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623203　情報メディアとテキスト処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 アンケートへの回答・コメント有難うございます．Adobe社製のソフトを使用した様々な演習に取り組んで頂くことが出来ました．来年度は「情報メディアとテキスト処理」から「バーチャルデザイン」に科目名が変更され，内容もVR技術寄りになりますが，演習等を取り入れながら，講義を工夫していきたいと思います．

            
            "
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,"Pythonを学んだことがなく、ついていけるか不安でしたがPythonの基本について学ぶことができ、有意義でした。
基礎から丁寧にしてくれたのでとても分かりやすかったです。
課題50%テスト50%なのも良かったです。
データエンジニアリングを履修して良かったです。
ありがとうございました。
"
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,Pythonやデータのことについて学ぶことができた。
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,後半が難しかったけど、とても楽しかったです！
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,Pythonに触ることができ、良かった。ありがとうございました。
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,Pythonを触ったことがない人でもPythonの基礎からするのでついていけなくなることはないです。 演習問題や課題の解説のコードの解説も丁寧にしてくれます。 テストは何でも持ち込み可なので課題のPythonのコードは毎授業保存しておくことをおすすめします。（pdfとコードの両方で保存しておくことをおすすめします） テストのときは計算の部分はExcelでつくっておくことをおすすめします。 何でも持ち込みありなので、テストが難しいと感じましたが、課題とテストの比重が半々なので課題も提出しておくことをおすすめします。
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,Pythonの実行結果などはファイルをダウンロードするかスクリーンショットを撮ったりして保存すると良いと思います。
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,パイソンの自分が書いたデータを取っていたら試験の時に役に立つと思います。
18人　　履修者：　91人　　回答率：　19.78%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521108　データエンジニアリング,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,予習復習
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,課題を授業中に解説して下さるのは助かりました
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,Pythonの基礎を知ることは出来ましたが、後半は急に応用に飛んだ感じがしてあまり付いていけませんでした。
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,"課題の答えがほしい
"
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,Pythonを使ったデータの扱い方を学んだが、少々理解が難しいプログラミングがでてきたりして、Pythonを一から学ぶにしては少々重い部分があった。
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,授業中にやったpythonのプログラミングのコードを授業後にアップロードして欲しかったです。
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,pythonのコマンドについての説明が足りていないと感じた。特に、講義内の演習で正解の一例を紹介する際に、実際に打っているコマンドがどのような意味なのかを説明することが少ないと感じる。
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,課題の解説をもう少ししてほしかった。
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,授業の演習や課題のプログラムを絶対データとして残して置かないと僕のように痛い目に合います
6人　　履修者：　18人　　回答率：　33.33%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 66.6% )　　
                                   ②ある程度意義があった ( 2人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1522107　データエンジニアリング,平均評価ポイント　　3.00,2024/07/03（水）　～　2024/07/19（金）,Pythonちゃんと知ってる人じゃないとついて行くのきついです。
