テキスト,テキスト1,講義名,平均評価ポイント,テキスト2,自由記述
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,特になし。
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,"どんなに難しい問題でも諦めない心を学んだ！
"
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,特になし
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,特にありません
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,分かりやすく説明していただいてありがとうございました
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,授業ごとに演習があるため内容を理解しやすい。
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,丁寧な説明で分かりやすかった
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,1年生時も解析の授業はありましたが内容が難しくなっていました。 重要な部分などを色を分けて書いてくれていたため分かりやすかったです
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,課題は出すこと。
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,特になし
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,絶対単位を取りましょう。
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,高校数学の内容が重要です！
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,復習しっかりする。
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,授業毎にあるプリントを完璧にすることが大事！
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,定義からすごく丁寧に解説されるのでとても分かりやすいです。 難しい問題が多くありますが、いくつかのstepに分けて解説されるので、数学が少し苦手な方でも安心して講義を受講できます。
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,特になし
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,特にありません
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,復習をしておく
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,演習がとけるようになればよい
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,プリントの問題をしっかり解く
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,理解度確認テストでなるべく高い点数を取っておくこと
9人　　履修者：　68人　　回答率：　13.24%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 6人 66.6% )　　
                                   ②ある程度意義があった ( 3人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1321302　解析II,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 機械4力学（熱力学，流体力学，材料力学，機械力学）を学習する上で必要な2変数関数の微分法について取り扱いました．本講義および1年次の「解析I及び演習」の内容で理解できていない箇所がある人は，機械4力学の単位修得が困難となる可能性があります．教科書，講義ノート，配布資料を利用して，夏休み中によく復習しておいてください．
            
            "
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,計算が多くて難しい
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,材料力学と似たような部分もあって理解しやすかった
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,計算の中で単位を書く癖が身につきました。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,講義をしてくださりありがとうございました。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,小テストが予定日通りに進まない
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,解説が細かく、間違えやすい所なども教えてくれるので、小テストでもいい点数が取れたり、内容に関して深く理解したりすることができました。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,この授業を通して設計において必要となる基礎知識を身につけることが出来た。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,専門知識を理解してどのような構造になってるかや問題の解き方について知ることが出来たのでよかったと思う。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,黒板をしっかり写そう
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,黒板に書かれることを書くだけでいい 教授の話は聞いても理解できない
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,関数電卓の使い方をマスターしておくこと
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,小テスト対策をしっかりと行う
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,専門的な話も多く難しく感じるかもしれませんが、先生の話をしっかり聞き、メモ取ったら必ず理解できると思うので頑張って下さい。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,教科書に必要なところはメモを取りながら例題も解いておくと良い。
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,小テストをしっかりと取り組む
35人　　履修者：　62人　　回答率：　56.45%　　回答率ランキング（ 288位　/　488授業中）,"①充分意義があった ( 16人 45.7% )　　
                                   ②ある程度意義があった ( 18人 51.4% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 1人 2.8% )
      ",1322303　知能機械設計I,平均評価ポイント　　3.31,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 アンケートの回答にご協力を頂き、誠にありがとうございます。
頂きましたコメントを慎重考慮しますので、講義の内容改善を検討してみます。
            
            "
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,複雑な計算も多く苦労したけどスライドと授業がとても分かりやすくて勉強しやすかったです。ありがとうございました。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,PowerPointに間違いが目立ったり、先生の話が早かったりと授業内容を理解するのが大変でした
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,この講義を受けて、1・2年次の時にやった解析Ⅰ・Ⅱと比べたらちょっと複雑な公式で戸惑うことはあったが、授業外学習で予習・復習しっかり取り組んだことである程度は理解することができた。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,授業中に修正された講義スライドを後日、my-fitに公開してほしかったです。ありがとうございました。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,ありがとうございました
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,複素数の考え方
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,翌週に講義課題の解説を行って下さるため、理解度が深まりました。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,正則関数など未知の概念について知ることができ、有意義であった。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,きちんと授業を取り組むべし
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,宿題と練習問題の回答をメモをとることをおすすめします。理解度確認テストでやくにたちますあ。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,講義中は先生の話をしっかり聞くことと予習・復習徹底的に取り組むこと。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,中間テストと期末テストと宿題を頑張って下さい。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,ノートをしっかり取り、課題をしっかりこなす。
32人　　履修者：　66人　　回答率：　48.48%　　回答率ランキング（ 349位　/　488授業中）,"①充分意義があった ( 12人 37.5% )　　
                                   ②ある程度意義があった ( 18人 56.2% )　　
                                   ③あまり意義がなかった ( 2人 6.2% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1333103　解析III,平均評価ポイント　　3.27,2024/07/03（水）　～　2024/07/19（金）,理解度確認テストは持ち込み可ですが、対策を行いテストに望むことを勧めます。
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,テスト対策のプリント
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,前半は高校の復習も兼ねた内容がメインになっていて、今までただ公式として覚えていた内容をなぜそうなると言えるのかまで踏み込んで知ることができた。 後半は初めての内容だったので何をしているのか、何を言っているのかわからない部分もあったが、演習しながら振り返ることで少しずつ理解できた。
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,復習もあるので分かりやすいです
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,小テストを行うことで、より授業の内容を理解していくことが出来た。
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,毎回の授業に出席
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,授業中の演習に真剣に取り組み、わからないところは友人や先生に聞くと良い。 わからない部分があったらその日のうちに家で復習したり解き直しをしたりするとより理解が深まると思う。
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,中間があります
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,授業の内容をノートに取っておく。
11人　　履修者：　44人　　回答率：　25.00%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 36.3% )　　
                                   ②ある程度意義があった ( 6人 54.5% )　　
                                   ③あまり意義がなかった ( 1人 9% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311201　解析I及び演習,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 微積分の計算は解析IIでも扱うため, 日々の復習や演習が単位を取得する上で重要になります. 
            
            "
8人　　履修者：　42人　　回答率：　19.05%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 50% )　　
                                   ②ある程度意義があった ( 4人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311202　解析I及び演習,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木）,極限や微積分を通して，工学で用いる基礎的な数学を学習することができた．
8人　　履修者：　42人　　回答率：　19.05%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 4人 50% )　　
                                   ②ある程度意義があった ( 4人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1311202　解析I及び演習,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木）,声が聞き取りづらかったです。
