テキスト,テキスト1,講義名,平均評価ポイント,テキスト2,自由記述
20人　　履修者：　46人　　回答率：　43.48%　　回答率ランキング（ 395位　/　488授業中）,"①充分意義があった ( 6人 30% )　　
                                   ②ある程度意義があった ( 12人 60% )　　
                                   ③あまり意義がなかった ( 2人 10% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1913208　民法Ⅰ,平均評価ポイント　　3.70,2024/12/20（金）　～　2025/01/16（木）,レジュメの書き漏れがないようにしてください
20人　　履修者：　46人　　回答率：　43.48%　　回答率ランキング（ 395位　/　488授業中）,"①充分意義があった ( 6人 30% )　　
                                   ②ある程度意義があった ( 12人 60% )　　
                                   ③あまり意義がなかった ( 2人 10% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1913208　民法Ⅰ,平均評価ポイント　　3.70,2024/12/20（金）　～　2025/01/16（木）,メモをしっかり取って勉強しましょう
20人　　履修者：　46人　　回答率：　43.48%　　回答率ランキング（ 395位　/　488授業中）,"①充分意義があった ( 6人 30% )　　
                                   ②ある程度意義があった ( 12人 60% )　　
                                   ③あまり意義がなかった ( 2人 10% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1913208　民法Ⅰ,平均評価ポイント　　3.70,2024/12/20（金）　～　2025/01/16（木）,授業をしっかり聞く
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,地方政治についていろいろなことを知ることができて良かった。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,私たちの生活の地方自治体は直接関わるため、色々な問題について学べてよかった。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,授業ありがとうございました。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,面白い内容などもあったのでよかったです。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,地方自治について詳しく学ぶことができた。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,政治について興味が湧きました
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,地方自治の仕組みについてよく分かった
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,毎回新聞記事など取り上げてくれて良かったです。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,普段何気なく社会問題を目にしていたが、講義を受け初めてから、テレビで議会を見て見たり、調べたりしてみた。先生の話もとても面白かった
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,毎授業先生からのコメントが書かれたプリントが返ってくるので授業に行くモチベーションに繋がった。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,地方の自治や住民との関係性など深く学べた。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,地方自治についての知識がついた。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,地方自治の仕組みについて深く学ぶことが出来た。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,もっと地方自治について学ぼうと思った。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,自分たちの身近な話が多く、これまで気にしていなかったことが実はとても大切であったことに気付かされました。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,課題プリントはテストに持ち込めるので毎週して下さい。書評も早めに提示されるので本を借りる場合は早く借りた方がいいと思います。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,真面目に取り組んで行けば単位は取れると思います。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,プリントをしっかり書いてください
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,プリントを提出してください。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,フィットエイム書いた方が良いかも
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,毎回出る課題プリントをしっかりやる。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,復習をすること
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,授業に必ず参加し、プリントをもらって予習をする。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,日頃の授業に出席し、書き込みプリントを提出しましょう。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,毎回の課題をしっかりと取り組みましょう。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,毎回の語句調べなどを丁寧に行う
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,資料を見て復習すること。
24人　　履修者：　70人　　回答率：　34.29%　　回答率ランキング（ 239位　/　260授業中）,"①充分意義があった ( 17人 70.8% )　　
                                   ②ある程度意義があった ( 7人 29.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933110　地方自治論,平均評価ポイント　　3.53,2024/07/03（水）　～　2024/07/19（金）,授業中に出る課題やテキストがあるとテストが楽になります。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,先生の話が面白い。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,情報に関する法律や台湾の法律についてとても興味深く面白かった。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,分かりやすかった。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,わかりやすかったです。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,一つ一つ丁寧に分かりやすく説明していただいたので、とても勉強になった。法律について詳しく学ぶことができたので、良い講義であった。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,法について学べた
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,法について詳しく学べた
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,サイバー法だけで無くアジア法(台湾の歴史や法律等)についても学ぶことが出来たので良かったと感じています。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,現代の法や政策の問題について知ることができた。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,この講義では、台湾の法などにも触れていろいろなことを学ぶことができた。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,途中から先生が代わり法学のことから台湾の法について学び他国の法について知ることができました。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,授業資料が毎回あって分かりやすくてかよかったです。ありがとうございました。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,前後半で先生が変わり、内容的にも変わったので、様々な事が学べて良かったです。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,・テストの形態が分かりづらかったです。途中からアジア法に代わったのですがとても面白かったです。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,普段触れることのない台湾法を学ぶ方ができてよかったです。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,情報法や知的財産法の応用としてサイバー法を深く学べたので良かった。また、外国の法制度として台湾法を学ぶことで日本の法律と比較しながら、それぞれの法律の特徴について気づくことができた。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,予習復習をしっかりする。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,メモを取りながら聞く。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,2人の先生が担当してるのでテストが2回あります。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,ちゃんと出席しましょう。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,復習をしたほうがよい。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,日本の法律だけでなく、台湾の法律なども学ぶことができるので、興味のある人は履修するべきである。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,頑張って下さい
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,課題を忘れない
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,"来年度は分かりませんがこの授業は先生が2人居てその内1回～7回までを担当する先生の授業では毎回workや確認テストがあるので忘れずに回答する事が大切だと思います。
"
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,話をちゃんと聞けば理解できます。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,法について興味がある人はおすすめです
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,わかりやすく優しいのでよかったです。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,小テストを忘れずに回答することが大事です。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,しっかり話を聞く。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,・一つの単位でアジア法も学べるためお得です。
30人　　履修者：　51人　　回答率：　58.82%　　回答率ランキング（ 274位　/　488授業中）,"①充分意義があった ( 16人 53.3% )　　
                                   ②ある程度意義があった ( 14人 46.6% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933208　法・政策の諸問題,平均評価ポイント　　3.65,2024/12/20（金）　～　2025/01/16（木）,楊先生の授業では台湾法を行いました。
35人　　履修者：　113人　　回答率：　30.97%　　回答率ランキング（ 256位　/　260授業中）,"①充分意義があった ( 26人 74.2% )　　
                                   ②ある程度意義があった ( 6人 17.1% )　　
                                   ③あまり意義がなかった ( 3人 8.5% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1933107　環境経営論,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金）,専門の知識を学べた。
