テキスト,テキスト1,講義名,平均評価ポイント,テキスト2,自由記述
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,ブラインドタッチの練習をしておいたほうがいいです レポートはちゃんと出しましょう
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,本を買いましょう
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,しっかり先生の話を聞いて頑張ってください！！
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,授業中の課題はしっかり取り組みましょう！
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,プログラミングの構成をしっかり把握したいのなら先生の話をよく聞きましょう。
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,課題をする際にはネットミームを参考にすると楽しいです。
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,授業をちゃんと受けましょう。
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,試験は無く、授業毎に提出するレポートと課題で出されるレポートで評価されるので、丁寧にコードを書いた方がいいです。
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 授業アンケートの回答どうもありがとうございました。おおむね、プログラミングを楽しくとらえていただいているようで嬉しいです。
            
            "
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 特に普通科出身の方の多くが、初めてのプログラミングとなることもあり、できる限りゆっくり丁寧に進めているつもりですが、難しいと感じる人がゼロにはなりません。しかしながら授業時間も限られていますので、ぜひ個別に質問をしたり、オフィスアワー等を活用したりして、疑問点を早めに解決するように心がけてくださいね。
            
            "
38人　　履修者：　75人　　回答率：　50.67%　　回答率ランキング（ 330位　/　488授業中）,"①充分意義があった ( 31人 81.5% )　　
                                   ②ある程度意義があった ( 6人 15.7% )　　
                                   ③あまり意義がなかった ( 1人 2.6% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512102　ＣプログラミングⅠ,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 ここで残念なお知らせです。 後期CプログラミングIIでは、プログラミングに「慣れる」レベルではすまない、ある程度難しい内容も扱いますし、学ぶ内容も増えます。これまで出来ていると思っていた人も、追いつけていないと感じたり、理解できているか不安な点が出たりしたら、予復習はもちろん、早めに教員／TAさん／デキる友達などに質問・相談してくださいね。また、今どきだとAIに聞いてみるのも結構便利です。 
            
            "
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,C言語は少し久しぶりだったので復習ができました。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題の例なども挙げていただいて取り組みやすく、授業も楽しかったです。 ありがとうございました。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,解説わかりやすかったです
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,Ｃ言語を使ったプログラミングは編入前にも学んでいましたが、大学に入ってからこの授業を受けることで改めて復習し理解を深めることができました。ありがとうございます。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,面白かったです
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,プログラミングは好きなのでこの講義は楽しかったです。より深い内容を学んでみたいです。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題をしっかりやる
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題は難しい内容もありますが、時間をかければできなくはないです。授業でしっかり理解して取り組もう。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,レポートは早めに取りかかりましょう。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題提出を忘れない
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題は、毎回の授業で実行したソースコードと実行結果のスクリーンショットを、先生が作ってくれたWordテンプレートに貼り付けて提出します。授業に真剣に取り組んでいれば、その結果を提出するだけなので心配はいらないです。授業の内容も噛み砕いて説明してくれるのでわかりやすいです。必修科目なので不安を感じるかもしれませんが、大丈夫です！頑張ってください。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,授業内容をしっかり教科書でも確認したほうがいいと思う
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,２回レポートの提出がありました。１とは提出するものが異なるので提出する際は気を付けてください
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,wingnetに授業スライドなどがアップロードされているので、うまく活用してみてください。
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 アンケート回答どうもありがとうございました。今後もわかりやすく、楽しく感じてもらえるような授業を続けたいと思います。
            
            "
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 次期履修者向けのアドバイスもたくさんいただきどうもありがとうございます。
私たち教員からもアドバイスしたいのはやまやまなのですが、それよりも実際の受講者の声は重要な情報だとおもいますのでとても助かります。
            
            "
41人　　履修者：　84人　　回答率：　48.81%　　回答率ランキング（ 344位　/　488授業中）,"①充分意義があった ( 33人 80.4% )　　
                                   ②ある程度意義があった ( 8人 19.5% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1511203　ＣプログラミングⅡ,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 2年次以降、プログラミングに関連する重要な科目が増えていきます。がんばってください。
            
            "
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,少しは、C言語について理解できるようになりました。ありがとうございました。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,講義でとりあえず教科書に書いてあるプログラムを写しCプログラミングに触れて、課題で、活用できてよかったです。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,とてもわかりやすかった。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,前期のCプロIに比べて難しくなったが、一つ一つ丁寧に教えてくださったので理解できました。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,CプログラミングⅡになり少し難しくなった。継続して勉強して忘れないようにしたい。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,cプロⅠに引き続きわかりやすい授業でした。難しいポインタの概念について理解ができました。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,関数を学んだことは少し成長出来たと思う
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,難しい内容もあったので、しっかり復習したいと思います。ありがとうございました。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,頑張ってください。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,エラーと自分で直そうとするとかなり手こずるので、すぐに周りの人に頼ったほうがいいです。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,課題は頑張るべき。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,毎回の演習課題と２回分のレポートをしっかり出していれば大丈夫です！
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,内容が難しくなっているため分からない部分は定期的に復習しよう
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,レポートや課題は出すようにしましょう
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,だんだん難しくなります
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,毎回の講義の演習課題、2回ある課題レポートに、しっかり取り組みましょう。
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 アンケート回答どうもありがとうございました。今後も丁寧な授業を続けたいと思います。

            
            "
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 さすがに前期のCプロIに比べると難しく感じた方が多いと思います。C言語のプログラミングを通して、コンピュータの仕組みの理解への一助になれば幸いです。
            
            "
11人　　履修者：　77人　　回答率：　14.29%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 7人 63.6% )　　
                                   ②ある程度意義があった ( 4人 36.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1512202　ＣプログラミングⅡ,平均評価ポイント　　3.92,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 2年次以降、プログラミングに関連する重要な科目が増えていきます。がんばってください。
            
            "
14人　　履修者：　81人　　回答率：　17.28%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 13人 92.8% )　　
                                   ②ある程度意義があった ( 1人 7.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1531203　音情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,プログラミング課題の時はしっかり動画を見ること。
14人　　履修者：　81人　　回答率：　17.28%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 13人 92.8% )　　
                                   ②ある程度意義があった ( 1人 7.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1531203　音情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 授業アンケートに回答してくださった皆さん，ありがとうございます．
（福本へ向けたコメントではありませんが，）プログラミング課題で苦戦した方がおられたと思います．ヒントは十分に提供しているつもりですが，書いてもらったように動画すら視聴していないようではちゃんとクリアするのは難しいのではないでしょうか．ぜひ予習をしっかりしてきてくださいね．
            
            "
3人　　履修者：　29人　　回答率：　10.34%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 2人 66.6% )　　
                                   ②ある程度意義があった ( 1人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1532202　システムLSI,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,システムについて学ぶことで、世の中の仕組みを分解してみる力がついたと思います。
3人　　履修者：　29人　　回答率：　10.34%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 2人 66.6% )　　
                                   ②ある程度意義があった ( 1人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1532202　システムLSI,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木）,最初は周りの人と班を組んで話し合ったり発表などをします。苦手な人は大変かも知れません。知り合いと一緒に受講すると少し楽かも知れません。後半になるとオンデマンド型になりレポートの提出が多くなってきます。恐らく採点は最後の週あたりで一度にされると思うのですが、一つ一つがまあまあな量があるので、先延ばしにするのはやめましょう。かなりキツイと思います。別のクラスでレポートを4周分溜めている人がいたそうなのですが、大丈夫だったのでしょうか？
2人　　履修者：　32人　　回答率：　6.25%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 1人 50% )　　
                                   ②ある程度意義があった ( 1人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521102　ＪＡＶＡプログラミングⅠ,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,過去問があるおかげでテスト勉強しやすかった
2人　　履修者：　32人　　回答率：　6.25%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 1人 50% )　　
                                   ②ある程度意義があった ( 1人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521102　ＪＡＶＡプログラミングⅠ,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,過去問を載せてくれたおかげで勉強しやすかったです。
2人　　履修者：　32人　　回答率：　6.25%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 1人 50% )　　
                                   ②ある程度意義があった ( 1人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521102　ＪＡＶＡプログラミングⅠ,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,いつもの確認の三択があってよかったです
2人　　履修者：　32人　　回答率：　6.25%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 1人 50% )　　
                                   ②ある程度意義があった ( 1人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521102　ＪＡＶＡプログラミングⅠ,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,分かりやすかったです。
2人　　履修者：　32人　　回答率：　6.25%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 1人 50% )　　
                                   ②ある程度意義があった ( 1人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521102　ＪＡＶＡプログラミングⅠ,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,テキストも分かりやすく説明もきちんとされていて分かりやすかったです
2人　　履修者：　32人　　回答率：　6.25%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 1人 50% )　　
                                   ②ある程度意義があった ( 1人 50% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1521102　ＪＡＶＡプログラミングⅠ,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,テストの過去問の解説などが掲載されていれば助かると感じました。
